GI number	Uniprot	log2FoldChange	Anova p-value	Description
24647046	Q24208	-0.225292311842243	0.43	eukaryotic initiation factor 2gamma, isoform B
24647193	Q9VF53	-0.248283954468472	0.07	CG18522
24647855	Q9VEC2	-0.208252316389718	0.51	CG12321
24647263	Q9VF24	0.212240120053878	0.75	crossveinless d [Drosophila melanogaster]
24648682	O18332	-0.484289802253206	0.33	Rab1
24648444	Q86BR8	0.208946890271496	0.44	mitochondrial transcription factor A, isoform B [Drosophila melanogaster]
24648786	Q8SWX4	-0.308950240889152	0.43	CG31343
24648790	Q8IN25	-0.209621182659544	0.29	CG31198
24653143	A1Z936	-0.21386194108979	0.83	CG8632, isoform A [Drosophila melanogaster]
28572120	Q8IN02	0.214223118415742	0.54	diphthamide methyltransferase [Drosophila melanogaster]
28573630	A0A0B4LGF8	-0.209827040150587	0.59	muscle LIM protein at 60A, isoform E [Drosophila melanogaster]
28573630	P53777	-0.209827040150587	0.59	muscle LIM protein at 60A, isoform E [Drosophila melanogaster]
24648946	Q9VD29	-0.281961687569718	0.18	sar1, isoform A
24649019	Q9VD01	-0.460311579043284	0.08	Phosphatidylethanolamine-binding protein 1
24649027	A4V391	-0.213968846751443	0.29	Tcp1-like, isoform A
24649027	P12613	-0.213968846751443	0.29	Tcp1-like, isoform A
29468958	Q86M57	0.217174712065429	0.21	RE14149p [Drosophila melanogaster]
68051305	Q4QQA0	0.208216034847939	0.55	IP11809p [Drosophila melanogaster]
221330104	A1Z7Y7	-0.210016674409673	0.72	spaghetti-squash activator, isoform C [Drosophila melanogaster]
24649148	Q9VCU1	-0.225881407416328	0.21	CG4721
24649395	Q7KMP8	-0.376767482351127	0.15	regulatory particle non-ATPase 9, isoform A
442615675	M9PHH0	-0.210896782498619	0.47	c12.2, isoform B [Drosophila melanogaster]
24649994	Q9VBT8	-0.189477798863713	0.24	CG11878
24650054	Q9VBR6	-0.347923303420307	0.25	target of brain insulin
24650124	Q9VBN5	-0.312189091687094	0.2	ribosomal protein L27, isoform A
5678951	Q9NF72	0.205410475865617	0.45	EG:BACR7A4.9 [Drosophila melanogaster]
24650445	Q9VBA0	0.185355042011918	0.57	CG6330, isoform A
6715438	Q9NHX7	-0.199033405904943	0.75	20S proteasome beta5 subunit [Drosophila melanogaster]
24650747	P09180	-0.421463768438277	0.06	ribosomal protein L4
24651125	O01666	-0.428441750800849	0.11	ATP synthase-gamma chain, isoform A
24651181	A0A0B4K6N1	-0.6419033971946	0.07	ribosomal protein S8, isoform C
24651181	Q8MLY8	-0.6419033971946	0.07	ribosomal protein S8, isoform C
24651589	Q9VA02	1.26126531298074	0.06	CG1544
24651589	T2FGC6	1.26126531298074	0.06	CG1544
24651757	Q9V9T5	-0.166172866581205	0.4	CG2118, isoform A
24651794	A0A0B4K7G4	-0.310700839464108	0.12	modulo, isoform A
24651794	P13469	-0.310700839464108	0.12	modulo, isoform A
24652204	Q9V5C6	-0.348895142487632	0.22	proteasome alpha7 subunit
24652256	Q7JWF1	-0.26559011073755	0.19	electron transfer flavoprotein-ubiquinone oxidoreductase, isoform A
24652322	A0A0B4KEH0	-0.198904068414078	0.32	14-3-3zeta, isoform D
24652326	NA	-0.183345517204634	0.33	14-3-3zeta, isoform A
17945771	Q8SYU4	-0.206830984185707	0.54	RE33778p [Drosophila melanogaster]
24652408	A1Z877	0.304854581528421	0.14	Nidogen/entactin, isoform A
24652463	Q7JQH9	-0.179168845685932	0.36	withered, isoform A
24652780	Q5U117	-0.249105567202392	0.27	enigma
19920932	Q9VLP1	-0.201633861169651	0.73	CG14275, isoform A [Drosophila melanogaster]
19922066	Q7K3N4	0.201047518938093	0.56	CG8888 [Drosophila melanogaster]
19922420	Q7K581	0.210566985939658	0.43	CG8963, isoform A [Drosophila melanogaster]
24653117	P23625	-0.248366356044958	0.37	G protein alpha49B, isoform D
19923024	Q9W0M4	-0.195305315968766	0.38	CG13887, isoform B [Drosophila melanogaster]
24653497	A1Z9J3	0.323510865250053	0.18	short stop, isoform H
20130001	Q6IDF5	-0.200987057733177	0.11	CG12859 [Drosophila melanogaster]
21355225	Q9VC92	-0.199308808223407	0.55	CG6432 [Drosophila melanogaster]
21357745	Q9VAW3	-0.200024608307993	0.76	Glutamine:fructose-6-phosphate aminotransferase 2 [Drosophila melanogaster]
24653514	Q95029	-0.298795129339838	0.24	cysteine proteinase-1, isoform C
24653584	A1Z9N0	-0.39305068583947	0.17	optic atrophy 1-like, isoform A
24639281	A0A0F6QCW0	-0.196866025673459	0.54	bcn92 [Drosophila melanogaster]
24639281	O46098	-0.196866025673459	0.54	bcn92 [Drosophila melanogaster]
24653595	A0A0B4LFD2	-0.232660756790275	0.15	heat shock protein cognate 5
24653595	P29845	-0.232660756790275	0.15	heat shock protein cognate 5
24654434	A1ZAU4	-0.132407613369813	0.41	CG4847, isoform D
24654465	Q500Y7	-0.414038056882871	0.13	CG14482, isoform A
24654975	A1ZB68	-0.231325546106456	0.43	glutathione S transferase E3
24655093	Q9W0H6	0.17168545930675	0.36	CG9149
24655252	Q8IRH1	-0.191986763972092	0.19	puromycin sensitive aminopeptidase, isoform C
24655985	Q9W028	-0.289866885655064	0.3	yellow-g2
28573762	Q960W6	0.205171346607359	0.52	CG8306 [Drosophila melanogaster]
24656093	Q7KV94	-0.429649736087546	0.24	CG16758, isoform B
24656137	Q7JUS9	-0.154077421682909	0.39	CG9090
24656312	Q9VZW7	-0.139235797371172	0.21	CG2107
24656476	Q9VZU7	0.198328716445979	0.27	CG12082, isoform A
161078647	Q7YU01	-0.207389587373395	0.45	lipophorin receptor 2, isoform E [Drosophila melanogaster]
213515582	B7ZWP8	0.199308808223407	0.57	RH45484p [Drosophila melanogaster]
219131049	Q9GPN7	0.201822214853695	0.24	gamma dynein [Drosophila melanogaster]
219990765	B8A417	-0.200768490254139	0.65	RE62467p [Drosophila melanogaster]
24656625	D1Z3A1	-0.525338518034738	0.08	ribosomal protein L28, isoform A
24656625	Q9VZS5	-0.525338518034738	0.08	ribosomal protein L28, isoform A
24657023	Q9VZL3	-0.390459476558178	0.13	Sc2
24658560	P35381	-0.18776285656265	0.21	bellwether
301154376	E1UIK5	-0.204136784712284	0.62	CG8768 protein [Drosophila melanogaster]
24658883	A0A0B4JD46	-0.254062064606219	0.38	CG3800, isoform A
24658883	Q8T8R1	-0.254062064606219	0.38	CG3800, isoform A
24659106	Q9I7Q5	-0.387023123109247	0.67	cuticular protein 65Au
24660381	Q9VSA9	-0.355480654598389	0.15	CG7409
984321	P98159	-0.192904947470838	0.52	serine protease [Drosophila melanogaster]
1575558	Q94529	-0.201633861169651	0.41	GS1-like protein [Drosophila melanogaster]
3319334	Q9V9S8	-0.188203735160621	0.78	ferrochelatase [Drosophila melanogaster]
5726645	Q9U9B0	-0.187818637206533	0.43	gigas protein [Drosophila melanogaster]
5835245	NA	0.183473432044146	0.52	cytochrome b (mitochondrion) [Drosophila melanogaster]
7582378	Q9W0S9	-0.182960814135923	0.76	unknown [Drosophila melanogaster]
24661523	Q9VSX2	-0.232173442129033	0.39	CG4461
24661815	P06606	-0.396490200145132	0.22	alpha-Tubulin at 67C
13276123	P05031	-0.191365525715823	0.6	unnamed protein product [Drosophila melanogaster]
15010420	Q961V9	-0.188661564023898	0.43	GH03273p [Drosophila melanogaster]
24663317	Q9VTY2	0.767696807440005	0.51	CG10638, isoform A
17136226	B5RJQ0	-0.195787064754278	0.45	Ecdysone-inducible gene L3, isoform A [Drosophila melanogaster]
17136226	Q95028	-0.195787064754278	0.45	Ecdysone-inducible gene L3, isoform A [Drosophila melanogaster]
24663668	P41042	-0.353089026373823	0.13	ribosomal protein S4, isoform A
24663668	X2JGM9	-0.353089026373823	0.13	ribosomal protein S4, isoform A
17136932	A0A1B2AKC6	-0.195015982405143	0.43	mitochondrial acyl carrier protein 1, isoform B [Drosophila melanogaster]
17136932	Q94519	-0.195015982405143	0.43	mitochondrial acyl carrier protein 1, isoform B [Drosophila melanogaster]
24664191	Q0E8E8	-0.205114429904612	0.27	mitochondrial phosphate carrier protein, isoform A
24664391	Q9VUJ1	-0.343909653305852	0.13	proteasome beta2 subunit
24666371	E4NKG1	0.188249659655393	0.26	caprin
24666371	Q9I7D3	0.188249659655393	0.26	caprin
24667554	Q9VPE2	0.137957272783677	0.38	CG6020, isoform A
24667974	Q9VP57	0.229714332633767	0.32	putzig, isoform A
24668543	Q8MSW0	0.150491626527451	0.08	Isoleucyl-tRNA synthetase, isoform A
17975583	Q7JV69	-0.199155712766067	0.44	serpin 55B [Drosophila melanogaster]
24668874	Q8SYJ2	-0.146841388329271	0.42	CG32230, isoform A
19920436	Q9VPJ0	-0.190539359927469	0.73	CG11377, isoform A [Drosophila melanogaster]
19920832	Q9Y0Y5	0.186011985609949	0.18	epsilonCOP [Drosophila melanogaster]
19921016	Q9VL69	-0.196142522178623	0.78	CG5885 [Drosophila melanogaster]
19921728	Q7K3M5	-0.200532987372709	0.3	CG11107, isoform A [Drosophila melanogaster]
19922188	Q7K2P1	-0.19374293587597	0.13	cuticular protein 50Cb [Drosophila melanogaster]
19922660	Q7JYH3	-0.194891916958888	0.44	CG9350 [Drosophila melanogaster]
25009916	Q8IH82	-0.170588157069199	0.39	AT31511p
25012603	NA	0.240094423069907	0.14	RE41560p, partial
25012968	Q8IGE9	-0.174678531412947	0.16	RH35990p, partial
25013021	Q8IGD2	-0.144166599213084	0.48	RH51979p, partial
20151843	Q8SWZ9	-0.184621512649014	0.51	RH47744p [Drosophila melanogaster]
20301938	Q9VK06	-0.185190456432507	0.4	CG31729, isoform B [Drosophila melanogaster]
25013056	NA	-0.173718574600758	0.36	RH61958p
26984227	NA	-0.279617290029398	0.29	CG12628 protein
27819795	Q86PD5	-0.390789953032167	0.34	RE59670p
21356291	Q9VBU6	0.188493434671928	0.38	CG11857 [Drosophila melanogaster]
27819918	Q7K0S8	-0.358148282800116	0.08	LD36566p, partial
21635417	Q8MM24	0.199033405904943	0.31	imaginal disc growth factor 1 [Drosophila melanogaster]
24648944	Q9VD30	-0.194087052116302	0.47	retinol dehydrogenase B, isoform A [Drosophila melanogaster]
28317180	Q9U9Q4	-0.594548549550354	0.1	GM14618p, partial
24654107	Q058Z8	0.18607242401891	0.54	CG30324 [Drosophila melanogaster]
24655160	Q9W0G1	-0.188203735160621	0.75	protein tyrosine phosphatase 61F, isoform C [Drosophila melanogaster]
28416333	Q86NN8	-0.488389241026103	0.06	RH49324p, partial
28571643	Q8T4D6	0.204091604593504	0.2	CG4706
24666167	Q9VVM2	-0.184424571137427	0.43	CG5506 [Drosophila melanogaster]
28571730	Q86BP1	-0.266157123591694	0.11	CG5044, isoform B
28571758	Q9VEG6	0.17826115977974	0.39	Peroxinectin-like
25012709	Q9W266	-0.191298652234879	0.79	RE59077p [Drosophila melanogaster]
25013082	P41073	0.193702384725438	0.25	SD02426p [Drosophila melanogaster]
28571996	Q8IMH4	-0.18776285656265	0.65	Saposin-related, isoform B [Drosophila melanogaster]
45555767	Q9VXB0	-0.193747634389554	0.44	CG9132, isoform B [Drosophila melanogaster]
116007510	Q7PLI2	0.190375204977667	0.49	Nipped-B, isoform F [Drosophila melanogaster]
161081331	A8JNK1	0.188702208472941	0.43	ensconsin, isoform F [Drosophila melanogaster]
211938669	B6IDT4	0.197320338173503	0.18	GH23282p [Drosophila melanogaster]
261338801	C9QPJ5	0.193941882560848	0.78	FI12113p [Drosophila melanogaster]
319919925	E9LFH3	-0.183864192400186	0.66	amino acid transmembrane transporter [Drosophila melanogaster]
28572127	Q95SI7	-0.307181509518176	0.16	CG6028
384551758	I0E2K0	0.193030361705105	0.47	FI19804p1 [Drosophila melanogaster]
28573018	Q95RA9	-0.17730453180791	0.59	CG9796
28573410	A1Z992	-0.179909090014934	0.11	CG33138, isoform A
28574061	A0A0S0WNN6	0.158527446185196	0.4	embargoed
28574061	Q9TVM2	0.158527446185196	0.4	embargoed
28574063	Q86BM5	-0.324112342149238	0.39	A kinase anchor protein 200, isoform D
28574408	Q95TZ7	-0.155904531127378	0.3	Z band alternatively spliced PDZ-motif protein 66, isoform F
28574516	Q9VKM7	-0.255257055242075	0.41	CG33129, isoform E
4101730	Q9VE62	-0.177698707949114	0.95	Ste20-like protein kinase [Drosophila melanogaster]
5835243	NA	0.1760303640915	0.46	NADH dehydrogenase subunit 4L (mitochondrion) [Drosophila melanogaster]
28574560	Q8T4C4	-0.21616780079582	0.31	CG5389
28574860	Q86BI9	0.159198594849254	0.25	CG18135, isoform D
17647125	Q9W2G8	-0.180862847927201	0.51	acyl-Coenzyme A oxidase at 57D distal [Drosophila melanogaster]
28574878	Q8T4G5	0.206450877467426	0.4	CG6512, isoform A
29335981	P22817	0.212235806300277	0.42	RE17458p
17738071	P54359	0.179424973183039	0.46	septin 2, isoform A [Drosophila melanogaster]
19921046	Q9VL18	-0.177787119215283	0.57	eEF1delta, isoform B [Drosophila melanogaster]
19921348	O61722	-0.175134191033418	0.88	PRL-1, isoform B [Drosophila melanogaster]
33636521	P15348	0.347098670622268	0.2	RE49802p
38047743	Q6XIS8	0.394573396719128	0.16	similar to Drosophila melanogaster Mhc, partial [Drosophila yakuba]
38048133	Q6XI85	-0.519374159093579	0.14	similar to Drosophila melanogaster Arf102F, partial [Drosophila yakuba]
20129483	Q9VK44	0.171321034454746	0.54	CG9934, isoform A [Drosophila melanogaster]
20129859	Q7JVK6	-0.181940377599154	0.38	translin [Drosophila melanogaster]
38048721	Q6XHE3	-0.178721949679471	0.2	similar to Drosophila melanogaster CG7217, partial [Drosophila yakuba]
21355475	A0A0B4KG41	-0.172962712080696	0.48	CG10326, isoform A [Drosophila melanogaster]
21355475	Q9VES1	-0.172962712080696	0.48	CG10326, isoform A [Drosophila melanogaster]
38048731	Q6XHD8	-0.611434712082347	0.08	similar to Drosophila melanogaster CG8415, partial [Drosophila yakuba]
21356627	Q9VGL0	-0.16720550008872	0.53	CG14712 [Drosophila melanogaster]
21358265	Q8T0T9	0.174774401103708	0.58	CG13920 [Drosophila melanogaster]
40215478	NA	0.266280065337448	0.17	SD02276p
24586293	Q9V4N3	-0.171368418311981	0.62	cytochrome b5, isoform A [Drosophila melanogaster]
24641874	Q9VY84	0.180553605819034	0.73	CG10993 [Drosophila melanogaster]
24642084	Q9VXZ0	-0.16580889297008	0.88	CG5548 [Drosophila melanogaster]
24644398	Q9VNH7	-0.176243742245043	0.56	CG2082, isoform A [Drosophila melanogaster]
40215765	Q6NP22	0.815508716183506	0.06	LD47325p
24650935	Q9VAQ0	-0.179636507105318	0.62	Cullin-5 [Drosophila melanogaster]
40215848	Q6NP10	-0.144389909335175	0.31	LD13390p
41058170	Q6NN26	0.287255517232583	0.31	RE18634p
45549019	Q8IRG6	-0.543314803362665	0.45	dre4, isoform A
24661483	Q9VSW5	-0.181112682074771	0.4	Kinesin-like protein at 67A, isoform A [Drosophila melanogaster]
45549037	NA	0.265179677665351	0.17	abnormal wing discs
45549573	Q9VXI1	-0.460841188891969	0.07	CG9914
45550134	Q9VMK3	-0.268935007273478	0.28	palisade, isoform A
28573181	Q8SX76	0.177396250873448	0.49	pch2 [Drosophila melanogaster]
45550470	Q86BY9	0.198063091974707	0.27	rigor mortis
45550732	A0A0B4LGZ7	0.148863385914483	0.41	fau, isoform A
45550732	C0HK92	0.148863385914483	0.41	fau, isoform A
45550463	Q8IH56	-0.180328175070193	0.5	CG11961, isoform B [Drosophila melanogaster]
45551068	A1Z871	-0.46111449814482	0.38	CAP, isoform B
109390622	Q18LA9	-0.179108323607648	0.6	pol protein [Drosophila melanogaster]
116811192	A0AMM0	0.169948548828779	0.38	CG6255 [Drosophila melanogaster]
159884209	A8WHL5	-0.178560697503598	0.53	RE51716p [Drosophila melanogaster]
45551448	Q76NR6	-0.249556021394908	0.16	regucalcin, isoform D
45552183	Q24179	-0.25846167604397	0.35	SLY-1 homologous, isoform C
45552923	Q7KV69	0.147500424036172	0.33	karst, isoform B
332000076	F3YDP5	-0.17730453180791	0.48	IP18912p [Drosophila melanogaster]
442616414	M9PJN5	-0.182203331220749	0.73	HDAC6, isoform G [Drosophila melanogaster]
45554154	Q7KVX5	-0.234465253637023	0.43	Vap-33-1, isoform A
50880290	Q9VE00	-0.399095955409822	0.23	cytochrome P450
54650560	Q9V7N5	0.202629166515018	0.5	RE74713p
54650900	Q5U0U9	0.432218025584531	0.06	AT25839p
57157225	Q5KTT4	0.338983259067092	0.1	hypothetical protein
62471820	Q59E58	0.167599948496069	0.42	zipper, isoform C
15149556	Q966S5	-0.16710473001981	0.35	junctophilin [Drosophila melanogaster]
62473454	P13217	0.393639462366468	0.1	no receptor potential A, isoform D
62473454	X2JCI4	0.393639462366468	0.1	no receptor potential A, isoform D
62862016	A8Y560	-0.295076875237931	0.1	ribosomal protein L15, isoform A
62862016	O17445	-0.295076875237931	0.1	ribosomal protein L15, isoform A
62862338	Q7PLL6	0.245577208757248	0.2	CG17514, isoform A
17316365	Q9VKG3	0.161403446596459	0.6	Mst33A, isoform A [Drosophila melanogaster]
68051273	Q5U0Z2	-0.272553483913788	0.32	LD30448p
78706744	Q7KSQ0	-0.23495588280036	0.42	scheggia, isoform E
85724808	Q5BI73	-0.139403056665416	0.58	chorion protein a at 7F, isoform A
17864338	Q9VSR5	-0.164187703468483	0.95	mitochondrial ribosomal protein L12 [Drosophila melanogaster]
85861121	Q29QE3	-0.232559447493447	0.07	GH19966p
18859747	Q9VZ24	0.162845823339301	0.82	CG15201 [Drosophila melanogaster]
20129989	Q9V719	0.164341428008293	0.36	SAPK-interacting protein 1 [Drosophila melanogaster]
21355533	Q9VT61	-0.168732369959843	0.83	CG8108, isoform B [Drosophila melanogaster]
90855695	P14318	-0.199122642013601	0.16	IP13591p
116007164	NA	-0.406674026344217	0.09	lipid storage droplet-2, isoform C
116007958	Q0KIB9	0.393201698038371	0.06	mustard, isoform P
21356443	Q9Y171	0.169824954262795	0.65	CG6404, isoform B [Drosophila melanogaster]
116008198	Q9W2U7	0.252823446547362	0.59	no circadian temperature entrainment, isoform A
119116236	A0ZWR6	0.254741199034308	0.36	thiolester containing protein II, isoform A
157816520	P07186	-0.43269616577535	0.08	IP19163p
21357673	Q9VB10	-0.163498732282879	0.44	CG5590 [Drosophila melanogaster]
24583960	Q9VK60	-0.163100802328381	0.1	CG6180 [Drosophila melanogaster]
158703538	A9QHQ8	-0.306977753421391	0.1	odorant-binding protein 56d
158704842	A9QJL0	-0.391082767127121	0.19	odorant-binding protein 99c
161077433	Q7KVI9	0.241996416063007	0.23	CG9812, isoform B
161077453	NA	0.19713246893471	0.36	Unc-89, isoform B
161078635	A8JRB8	0.334195434755033	0.21	CG5028, isoform C
25012174	Q8IH36	-0.16082279433506	0.86	GH27183p, partial [Drosophila melanogaster]
161084461	A8JNU6	0.174395705487538	0.24	neural conserved at 73EF, isoform I
28572126	Q95WY3	-0.16391375306214	0.46	Nop56 [Drosophila melanogaster]
162944906	A9UNB7	-0.158989523761157	0.63	LP13860p
189458933	B3DNA4	-0.14957635605051	0.35	IP19006p
194911980	B3P985	-0.745875075755904	0.19	GG12751 [Drosophila erecta]
161076803	Q7KTJ7	-0.166103290489904	0.17	basigin, isoform G [Drosophila melanogaster]
161077209	E1JGK5	-0.151035514643221	0.6	mapmodulin, isoform C [Drosophila melanogaster]
161077209	Q9V895	-0.151035514643221	0.6	mapmodulin, isoform C [Drosophila melanogaster]
201065825	B5RIY3	-0.140047960107697	0.77	FI06040p
209944662	B6UYA6	0.157791245806457	0.83	subito [Drosophila melanogaster]
201066237	B5RJI8	-0.181792799894732	0.47	IP19154p
223969161	C0MM13	-0.16017702489075	0.48	CG3603-PA [Drosophila melanogaster]
268394807	D0Z745	-0.169338310473558	0.48	AT07790p [Drosophila melanogaster]
218506039	B7FNQ3	-0.266243962309684	0.13	RE33133p
219990677	B8A3X3	-0.230057083387521	0.21	FI09227p
221330407	B7YZK4	-0.608312987998537	0.07	CG42351, isoform E
385719244	I1WYH0	-0.163780085248659	0.91	FI19082p1 [Drosophila melanogaster]
221330830	B7Z0B2	0.227867551402599	0.12	CG10359, isoform E
221330856	P37276	-0.132637768578119	0.48	dynein heavy chain 64C, isoform C
304728	P35600	0.155756401893169	0.91	transcription factor [Drosophila melanogaster]
221331108	Q9VTU9	-0.331450869005869	0.14	CG6910, isoform B
221468537	B7YZP9	-0.158697746019058	0.43	muscle LIM protein at 60A, isoform B
221513692	M9PIM0	-0.321928094887362	0.17	ribosomal protein L10, isoform C
221513692	O61231	-0.321928094887362	0.17	ribosomal protein L10, isoform C
225008668	Q86DS1	-0.261338115172895	0.38	HIP-replacement
225193096	C0PV64	-0.442358105278356	0.08	MIP07547p
236752377	C4IXZ0	-0.393467188856625	0.4	RT02589p
242397519	C5WLR2	-0.319756995845735	0.37	MIP04215p
254939727	C6SUZ3	0.25642341928126	0.33	AT20328p
17137668	O77062	0.146078259487945	0.38	excitatory amino acid transporter 1, isoform A [Drosophila melanogaster]
255918253	C6TP73	-0.24370292758186	0.31	LP17834p
256773323	C7LAA5	0.403982310769848	0.14	GM15464p
17648067	Q7KJ73	0.15718333255073	0.51	tetraspanin 42Ee, isoform A [Drosophila melanogaster]
256818839	C7LAB1	0.140321288397415	0.2	SD23689p
17864106	P04359	-0.15200309344505	0.66	ribosomal protein L32, isoform A [Drosophila melanogaster]
17933630	A1Z7S3	0.148445274031861	0.48	lightoid, isoform B [Drosophila melanogaster]
259013617	C8VV34	0.238448767555521	0.39	AT31327p
19920508	Q9VPY7	-0.158001834066493	0.67	CG5126 [Drosophila melanogaster]
259089570	C8VV58	-0.162729500038108	0.12	GH03580p
261338785	C9QPI7	-0.243454036864277	0.11	RH10980p
21355333	Q9VTZ7	-0.149282815692828	0.48	CG4069 [Drosophila melanogaster]
281359537	Q59DP9	0.22404027421793	0.12	plasma membrane calcium ATPase, isoform J
281359545	Q59DP8	0.204904994607607	0.11	plasma membrane calcium ATPase, isoform N
21357405	Q9VG08	-0.14827901920245	0.98	yellow-f2 [Drosophila melanogaster]
281359561	D1YSG0	0.137236382736138	0.51	bent, isoform F
281360442	E1JHQ0	0.200259647659597	0.47	galectin, isoform B
281361040	Q86B44	-0.284208428938204	0.07	glutathione synthetase, isoform H
21711759	Q8MQN6	0.152898667120923	0.52	RE39339p [Drosophila melanogaster]
24581429	Q9VQQ6	0.146162713281968	0.71	sorting nexin 1 [Drosophila melanogaster]
281361784	E1JIK9	-0.202666997277456	0.22	myofilin, isoform I
281362442	A0A0B4KGX1	0.250196100504554	0.41	jaguar, isoform H
281362442	Q01989	0.250196100504554	0.41	jaguar, isoform H
24640098	G2J611	-0.146384776386926	1	wuho [Drosophila melanogaster]
24640098	Q9W415	-0.146384776386926	1	wuho [Drosophila melanogaster]
24645845	Q9VGT0	0.144101225984359	0.5	UDP-glycosyltransferase 35b [Drosophila melanogaster]
281362724	A0A0B4K7Y7	0.382549646529939	0.28	La related protein, isoform D
281362724	Q9VAW5	0.382549646529939	0.28	La related protein, isoform D
281362896	Q0KHY3	0.611823840888722	0.07	CG31004, isoform D
281363358	Q0E980	0.325770161181757	0.11	CG8547, isoform C
24762502	D5A7M1	-0.15200309344505	0.58	ejaculatory bulb protein III [Drosophila melanogaster]
281364426	E1JHT6	0.258574757643094	0.1	Rtnl1, isoform H
281366731	A0A0B7P9G0	0.240398209390764	0.39	unextended, isoform E
296531490	D6W4L2	0.217700726011726	0.4	MIP21134p
54650722	Q5U137	-0.153323034105183	0.41	LP16180p [Drosophila melanogaster]
61675649	Q58CL2	-0.15704371014558	0.43	RH03344p [Drosophila melanogaster]
195591882	A0A0J9RYR7	-0.144970762907546	0.89	GD14890 [Drosophila simulans]
195591882	B4QJ33	-0.144970762907546	0.89	GD14890 [Drosophila simulans]
299523283	D8FT08	-0.160032196683881	0.42	IP05783p
308818238	E3CTQ1	0.326624881588761	0.16	RT10219p
320542608	NA	0.164942149152548	0.37	fau, isoform E
386766427	Q8IMW2	0.147624652934476	0.6	CG5794, isoform F [Drosophila melanogaster]
320544548	M9MRD6	0.134301091711591	0.32	Muscle-specific protein 300, isoform I
323301126	P22465	-0.152426109146919	0.46	RH01287p
323301198	E8NH86	-0.329790212660333	0.69	RE02453p
324096510	F0JAP3	-0.295824340951463	0.14	SD23833p
329112621	F3YDH3	0.144389909335175	0.35	RH01206p
330864889	F3YDM3	-0.56464251634156	0.11	RH18256p
4377460	O18397	-0.135351852894886	0.57	oxysterol binding protein homologue [Drosophila melanogaster]
356461072	G7H836	-0.227653190197494	0.35	TB01296p1
356461080	O18404	-0.161751069996612	0.23	AT02390p1
17737523	A0A1B2AJW2	0.133453444777166	0.84	drosomycin [Drosophila melanogaster]
17737523	P41964	0.133453444777166	0.84	drosomycin [Drosophila melanogaster]
17737681	Q23983	-0.139459720715261	0.71	soluble NSF attachment protein [Drosophila melanogaster]
374858076	H5V866	-0.195920209975257	0.2	FI18103p1
379699068	Q9VBP9	-0.167109985835258	0.46	FI19201p1
386763896	M9NFY9	0.48053079857687	0.06	CG43090
386766827	A0A0B4K7S0	0.358827677698891	0.13	fat facets, isoform D
386767551	A0A0B4K715	0.282663212582727	0.19	ryanodine receptor 44F, isoform J
19922090	Q7K2E1	0.139336681608889	0.45	CG8839, isoform A [Drosophila melanogaster]
19922136	Q6AWP0	-0.150559676575381	0.69	CG3814, isoform A [Drosophila melanogaster]
20129503	Q9VJY7	-0.140671809564188	0.59	CG7099 [Drosophila melanogaster]
386768292	A8DYJ2	0.420914065615513	0.2	hu li tai shao, isoform P
386769685	D4G7B1	0.139822969652893	0.46	imaginal disc growth factor 2, isoform C
386771816	Q7PLB8	-0.312414291888187	0.11	CG17374
404331802	J9THZ9	-0.362570079384708	0.17	cytochrome c oxidase subunit II (mitochondrion)
429892406	L0CQR2	-0.286133104455108	0.25	ribosomal protein S11, partial
442615312	M9PDW8	0.210896782498619	0.35	CG34417, isoform T
21358451	Q8T0K1	-0.143787140608888	0.51	CG2010, isoform B [Drosophila melanogaster]
21358513	Q9VVG5	0.140082067851711	0.96	CG7630 [Drosophila melanogaster]
22026914	Q9W259	-0.136340931837867	0.85	CG13506 [Drosophila melanogaster]
442615611	M9PH20	0.387023123109247	0.08	retinal degeneration A, isoform I
442616854	Q8IQX8	0.181913351981378	0.38	Histidyl-tRNA synthetase, isoform D
442620178	A0A0B4KH28	0.993602228801849	0.69	syndapin, isoform C
442622559	A0A0B4KEJ7	-0.282143228781499	0.13	coro, isoform E
24641032	Q9W2U4	-0.140556740196894	0.65	protein phosphatase 4 regulatory subunit 2-related protein, isoform A [Drosophila melanogaster]
24644712	Q9VI53	-0.138605238229507	0.55	CG1105 [Drosophila melanogaster]
442622753	A0A0B4KF99	-0.380142708832658	0.12	aldehyde dehydrogenase type III, isoform U
24646855	Q8SZN1	-0.132755208851772	0.71	CG31313, isoform A [Drosophila melanogaster]
24650927	Q9VAQ4	-0.138446769969144	0.81	CG11841 [Drosophila melanogaster]
24651231	Q8I0P9	-0.131052109798022	0.67	acid phosphatase 1, isoform B [Drosophila melanogaster]
442622868	A0A0B4KFC5	0.169925001442312	0.54	lingerer, isoform K
24655674	Q9W078	0.137067730047516	0.88	cuticular protein 62Bb, isoform A [Drosophila melanogaster]
442622933	A0A0B4KFE4	-0.238404739325079	0.17	Acyl-CoA synthetase long-chain, isoform J
442623834	A0A0B4KFR8	0.184424571137428	0.33	Z band alternatively spliced PDZ-motif protein 52, isoform L
24762344	Q8MLR2	-0.129283016944966	0.49	CG4019, isoform C [Drosophila melanogaster]
442623873	A1ZA73	0.192645077942396	0.24	Stretchin-Mlck, isoform R
38681451	P92030	-0.140257885771951	0.66	egalitarian [Drosophila melanogaster]
40215602	Q6NP37	-0.137503523749935	0.97	RE31380p [Drosophila melanogaster]
